gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
22400295,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,36,93,0.387,11,35,0.314,10,16,0.625,10,37,47,24,12,4,15,16,93,-26.0
22400295,1610612761,Toronto,Raptors,TOR,raptors,240:00,47,95,0.495,21,52,0.404,4,12,0.333,12,40,52,38,11,4,15,16,119,26.0
22400289,1610612753,Orlando,Magic,ORL,magic,240:00,46,90,0.511,15,39,0.385,26,28,0.929,7,32,39,30,10,8,11,14,133,14.0
22400289,1610612741,Chicago,Bulls,CHI,bulls,240:00,46,87,0.529,16,42,0.381,11,16,0.688,7,30,37,30,9,6,18,26,119,-14.0
22400290,1610612755,Philadelphia,76ers,PHI,sixers,265:00,43,96,0.448,12,33,0.364,17,23,0.739,10,32,42,19,12,7,14,26,115,-7.0
22400290,1610612745,Houston,Rockets,HOU,rockets,265:00,40,88,0.455,10,31,0.323,32,38,0.842,14,37,51,23,10,14,20,19,122,7.0
22400296,1610612759,San Antonio,Spurs,SAS,spurs,240:00,36,85,0.424,14,40,0.35,15,16,0.938,11,27,38,26,7,4,15,13,101,-18.0
22400296,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,48,90,0.533,13,34,0.382,10,10,1.0,11,35,46,31,8,3,13,15,119,18.0
22400272,1610612754,Indiana,Pacers,IND,pacers,240:00,41,86,0.477,12,27,0.444,21,27,0.778,12,33,45,31,8,3,11,18,115,12.0
22400272,1610612764,Washington,Wizards,WAS,wizards,240:00,36,79,0.456,11,35,0.314,20,25,0.8,8,33,41,24,8,5,16,19,103,-12.0
22400273,1610612748,Miami,Heat,MIA,heat,265:00,46,107,0.43,14,41,0.341,17,27,0.63,12,45,57,27,6,6,9,22,123,5.0
22400273,1610612742,Dallas,Mavericks,DAL,mavericks,265:00,44,105,0.419,10,40,0.25,20,25,0.8,15,44,59,29,6,9,13,24,118,-5.0
22400281,1610612738,Boston,Celtics,BOS,celtics,240:00,45,88,0.511,22,51,0.431,14,20,0.7,8,39,47,33,10,11,11,12,126,32.0
22400281,1610612746,LA,Clippers,LAC,clippers,240:00,39,90,0.433,7,26,0.269,9,13,0.692,10,34,44,18,8,3,13,12,94,-32.0
22400244,1610612765,Detroit,Pistons,DET,pistons,240:00,42,98,0.429,15,44,0.341,13,19,0.684,16,32,48,27,3,3,9,19,112,-10.0
22400244,1610612741,Chicago,Bulls,CHI,bulls,240:00,44,91,0.484,23,46,0.5,11,14,0.786,10,36,46,28,3,5,10,16,122,10.0
22400028,1610612764,Washington,Wizards,WAS,wizards,240:00,39,90,0.433,7,28,0.25,11,16,0.688,10,38,48,19,6,4,19,29,96,-12.0
22400028,1610612738,Boston,Celtics,BOS,celtics,240:00,36,85,0.424,11,46,0.239,25,32,0.781,10,33,43,22,11,7,12,19,108,12.0
22400034,1610612746,LA,Clippers,LAC,clippers,240:00,39,94,0.415,10,42,0.238,16,16,1.0,11,43,54,27,13,3,12,24,104,16.0
22400034,1610612758,Sacramento,Kings,SAC,kings,240:00,32,83,0.386,7,35,0.2,17,24,0.708,8,40,48,19,5,8,15,13,88,-16.0
22400268,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,43,89,0.483,18,37,0.486,21,26,0.808,10,41,51,20,3,9,14,22,125,6.0
22400268,1610612766,Charlotte,Hornets,CHA,hornets,240:00,41,100,0.41,19,47,0.404,18,21,0.857,14,34,48,22,6,5,10,21,119,-6.0
22400277,1610612766,Charlotte,Hornets,CHA,hornets,240:00,31,75,0.413,7,32,0.219,15,19,0.789,13,39,52,14,6,5,26,20,84,-11.0
22400277,1610612753,Orlando,Magic,ORL,magic,240:00,37,94,0.394,12,46,0.261,9,17,0.529,13,26,39,21,12,6,8,21,95,11.0
22400287,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,44,95,0.463,15,48,0.313,21,28,0.75,12,32,44,31,11,5,12,21,124,-11.0
22400287,1610612737,Atlanta,Hawks,ATL,hawks,240:00,46,97,0.474,20,42,0.476,23,25,0.92,14,37,51,39,6,6,13,21,135,11.0
22400048,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,33,73,0.452,11,38,0.289,16,21,0.762,8,39,47,25,4,6,17,18,93,-8.0
22400048,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,38,93,0.409,13,40,0.325,12,16,0.75,15,32,47,20,12,3,9,17,101,8.0
22400049,1610612757,Portland,Trail Blazers,POR,blazers,240:00,46,90,0.511,11,37,0.297,12,15,0.8,8,32,40,27,10,3,11,17,115,9.0
22400049,1610612758,Sacramento,Kings,SAC,kings,240:00,35,78,0.449,15,42,0.357,21,28,0.75,11,30,41,29,7,4,20,19,106,-9.0
22400045,1610612754,Indiana,Pacers,IND,pacers,240:00,41,85,0.482,12,33,0.364,12,13,0.923,7,25,32,23,9,4,16,18,106,-24.0
22400045,1610612765,Detroit,Pistons,DET,pistons,240:00,48,83,0.578,18,38,0.474,16,20,0.8,7,37,44,35,9,5,18,16,130,24.0
22400046,1610612748,Miami,Heat,MIA,heat,240:00,43,94,0.457,21,54,0.389,14,17,0.824,9,24,33,32,10,0,8,19,121,10.0
22400046,1610612761,Toronto,Raptors,TOR,raptors,240:00,43,80,0.537,11,29,0.379,14,17,0.824,10,36,46,34,4,3,18,17,111,-10.0
22400044,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,31,75,0.413,15,39,0.385,16,20,0.8,11,38,49,25,8,5,21,14,93,1.0
22400044,1610612746,LA,Clippers,LAC,clippers,240:00,36,84,0.429,10,31,0.323,10,13,0.769,8,31,39,20,17,3,15,16,92,-1.0
22400043,1610612751,Brooklyn,Nets,BKN,nets,240:00,38,77,0.494,14,29,0.483,10,14,0.714,5,30,35,22,5,5,20,21,100,-23.0
22400043,1610612753,Orlando,Magic,ORL,magic,240:00,44,83,0.53,18,35,0.514,17,22,0.773,11,29,40,29,13,13,17,21,123,23.0
22400041,1610612737,Atlanta,Hawks,ATL,hawks,240:00,44,85,0.518,14,34,0.412,15,18,0.833,10,43,53,33,9,5,18,20,117,16.0
22400041,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,38,93,0.409,11,38,0.289,14,17,0.824,11,29,40,21,9,0,13,22,101,-16.0
22400040,1610612766,Charlotte,Hornets,CHA,hornets,240:00,36,89,0.404,15,47,0.319,11,15,0.733,14,25,39,25,8,6,13,19,98,-1.0
22400040,1610612752,New York,Knicks,NYK,knicks,240:00,36,81,0.444,12,32,0.375,15,19,0.789,12,32,44,20,7,5,19,19,99,1.0
22400042,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,47,96,0.49,12,41,0.293,14,17,0.824,14,37,51,36,9,5,15,22,120,11.0
22400042,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,38,91,0.418,9,29,0.31,24,30,0.8,14,32,46,16,9,7,14,17,109,-11.0
22400047,1610612741,Chicago,Bulls,CHI,bulls,240:00,48,93,0.516,20,51,0.392,13,16,0.813,5,38,43,28,7,2,8,17,129,-9.0
22400047,1610612738,Boston,Celtics,BOS,celtics,240:00,49,98,0.5,23,54,0.426,17,23,0.739,11,40,51,24,6,2,9,13,138,9.0
